2719946,107936,21,13.32,4,0,42,63.0,7022.56,488.56
2654075,102719,25,12.81,4,0,41,70.26,5939.99,531.3
2663995,95072,27,58.73,7,0,41,64.67,6990.68,561.25
2879067,103120,33,35.71,3,0,41,60.27,6966.54,551.31
113650825,3876576,54,391.72,7,0,7151,58.87,6177.86,473.15
120975540,4127731,57,419.43,6,0,7652,61.84,6764.64,492.11
2668158,99169,27,17.11,5,0,41,63.6,5742.6,546.51
2634628,94393,31,13.06,3,0,41,68.98,5797.46,510.53
2640286,85746,28,13.96,3,0,41,59.47,5395.59,579.59
2639641,99024,25,14.39,7,0,42,58.4,4945.47,576.71
2653976,95328,30,14.61,6,0,41,65.98,5462.96,542.96
2648135,98486,24,13.12,6,0,41,58.04,5592.14,581.35
2664484,96104,24,14.87,7,0,42,62.29,5802.04,576.32
2674593,93718,37,14.12,2,0,41,63.45,5362.52,562.03
2673340,101809,27,14.09,8,0,41,63.49,5028.14,512.13
2652523,97431,26,13.90,1,0,41,60.33,5290.7,585.62
2654436,101442,24,13.10,3,0,41,63.1,5965.51,577.04
2638533,97540,29,14.13,3,0,41,59.3,5063.22,575.95
2760043,96812,33,13.60,7,0,41,60.01,5115.33,512.8
130374086,4447363,93,429.46,9,0,8534,69.54,5826.86,561.99
2651356,100249,26,13.35,7,0,42,70.39,5367.54,505.28
2652243,102697,30,12.91,4,0,41,69.98,5848.05,493.91
2666586,103680,28,13.31,2,0,41,64.96,5588.84,584.57
2667087,94496,31,14.99,5,0,41,60.06,5704.83,590.89
2636861,100474,26,12.98,6,0,41,60.68,5202.49,586.8
2649140,99714,25,13.83,5,0,41,58.04,4967.2,560.27
2691673,97775,35,13.46,4,0,41,62.49,5074.39,495.02
2648722,98428,24,13.83,4,0,41,60.68,5934.44,550.06
116079016,3985637,63,444.38,9,0,7291,62.84,5002.86,592.84
2644938,92102,22,12.80,5,0,41,65.09,5935.62,552.94
2640016,98630,28,14.31,6,0,41,62.06,5798.66,562.75
2650629,99817,27,13.35,5,0,41,64.29,4955.8,570.93
2633080,98642,25,12.73,2,0,41,65.87,5851.69,548.11
2675264,98857,30,13.14,4,0,41,64.8,5239.85,519.56
