1648624,35506,4,5.86,3,0,12
1718366,41602,8,6.66,3,0,11
1733487,42219,10,6.79,5,0,11
78879568,2536236,34,228.88,9,0,4851
1738011,41212,10,6.98,3,0,11
1744735,40949,12,6.69,6,0,11
75913192,2424061,33,225.26,4,0,4645
1735620,41115,8,6.67,5,0,11
1739204,41544,11,6.97,2,0,13
1738979,41368,10,6.55,4,0,13
1766612,45979,13,9.14,3,0,11
1745090,42019,13,7.02,4,0,11
1769040,45428,10,9.27,2,0,13
1741359,41326,10,6.53,2,0,11
1746197,41393,11,6.76,6,0,11
1764030,42132,10,7.26,8,0,11
1753420,42732,15,7.01,5,0,11
1767484,44028,11,8.33,3,0,13
1743451,41317,10,6.65,3,0,11
1794497,41715,13,7.24,4,0,11
1741920,40632,11,7.25,3,0,11
1774474,42235,16,7.17,6,0,11
1728840,40918,10,6.66,3,0,11
1740620,42231,11,7.12,2,0,11
1738759,42043,12,6.54,6,0,11
1724080,40558,8,6.24,3,0,11
1735201,41299,10,6.58,3,0,11
1764818,43715,16,7.82,3,0,11
1754690,42784,11,6.61,5,0,13
1773696,44675,11,7.91,1,0,13
1747173,41364,9,6.23,2,0,13
1744189,43043,11,7.26,3,0,11
1757299,43774,10,7.01,2,0,13
1751417,44210,16,7.50,5,0,11
1743724,42156,10,6.39,5,0,11
1743515,42607,9,7.15,2,0,13
1768209,42216,12,7.12,3,0,11
1734471,41237,10,6.58,4,0,11
1758523,42753,10,6.64,3,0,13
1744389,41445,10,6.22,2,0,11
1764304,44782,11,7.26,3,0,13
1738983,41400,10,6.34,1,0,11
1761857,43583,11,7.28,0,0,11
1749814,41975,9,6.73,0,0,11
1746102,42179,12,6.82,0,0,11
1743626,42387,12,7.41,2,0,11
1756790,42058,15,6.50,4,0,11
1771090,44344,12,7.94,2,0,11
1742105,41469,9,6.30,4,0,11
1746925,42526,12,6.41,5,0,11
1823597,46149,19,8.95,4,0,11
1746360,43276,10,7.17,2,0,11
1742136,43908,9,7.21,2,0,11
1745489,46060,7,8.07,3,0,11
1756311,42133,9,6.61,3,0,13
1782326,45529,12,7.18,7,0,11
1742775,42480,9,6.96,5,0,11
1739810,42734,11,6.59,1,0,11
1749195,42255,12,6.91,1,0,11
1749335,42182,10,7.24,6,0,11
1797428,42154,12,6.61,2,0,11
1767709,44447,11,9.71,1,0,11
1728762,41566,9,7.15,5,0,11
1757367,44434,12,6.83,2,0,11
1752005,42468,12,6.41,4,0,11
1737252,41909,13,6.42,4,0,11
1742658,41167,9,6.22,4,0,11
1753296,43673,14,7.02,4,0,11
1736812,42978,10,6.58,4,0,11
1735584,42049,13,6.86,3,0,11
1755917,43353,10,7.15,3,0,13
1738420,43807,11,7.03,3,0,11
1754075,44164,9,6.97,3,0,13
1743403,45333,15,8.21,1,0,11
1750449,42574,9,6.85,6,0,11
1750150,43641,10,6.50,2,0,11
1750417,41799,9,6.28,2,0,13
1751569,42585,10,6.06,2,0,13
1735963,41139,10,6.17,4,0,11
1749504,43351,8,6.57,5,0,13
1740570,41912,11,6.27,2,0,13
1740782,42038,9,6.66,2,0,13
1744914,42895,10,6.73,4,0,11
1736934,41496,8,6.31,1,0,11
1757018,43736,11,6.50,3,0,11
1739158,42028,10,7.06,5,0,11
1745474,41971,9,6.34,2,0,11
96971185,3167081,46,282.69,10,0,6367
1733526,41278,9,6.60,4,0,11
1738667,41534,14,6.30,3,0,11
1784609,46167,10,7.80,3,0,11
1747756,42197,11,6.41,1,0,11
1753836,42624,13,6.73,1,0,11
1752646,42577,11,6.51,3,0,11
1769502,44680,14,7.18,3,0,13
1783832,43163,17,7.22,2,0,11
1863310,43156,14,7.28,6,0,13
1743413,41861,9,6.19,4,0,11
1741281,42038,11,6.37,6,0,11
1758820,43612,9,7.35,4,0,13
27583961,537994,87,83.82,11,0,698
2644445,83787,23,12.37,8,0,18
2629724,75633,18,12.46,2,0,17
2617694,79132,19,11.06,2,0,18
2622895,81436,21,11.43,2,0,17
2602255,81380,20,11.49,4,0,17
2633614,81099,22,14.39,6,0,17
2626449,82375,21,11.12,3,0,18
2631052,81563,24,11.74,4,0,17
2610585,81152,20,11.35,1,0,17
2632508,81571,25,11.23,2,0,18
2653417,83134,24,12.46,6,0,18
2632273,79736,22,11.83,1,0,17
2679116,80496,28,12.11,4,0,18
2590608,78934,19,11.54,7,0,17
2637021,80595,27,12.34,5,0,18
2634874,81706,20,11.87,5,0,18
2648791,79350,29,11.80,4,0,17
2626618,81578,21,13.69,5,0,18
2651273,78599,21,13.57,4,0,18
2619049,77598,20,11.14,3,0,18
2618331,75025,24,11.35,4,0,18
2607497,78394,20,11.92,3,0,17
2600076,76693,19,12.71,7,0,17
2614586,75639,21,11.34,6,0,18
2620852,79623,20,12.38,3,0,18
2630513,79926,20,11.15,6,0,18
2649657,81673,25,12.94,6,0,18
2599736,79405,22,11.37,4,0,18
2620769,82853,21,11.78,1,0,17
2635276,77739,19,12.35,4,0,17
2599206,76264,18,11.09,3,0,17
2616861,77620,19,11.60,7,0,17
2623498,83141,23,12.43,5,0,18
2629533,81212,24,11.54,3,0,17
2647376,82657,22,12.42,7,0,17
2633632,81740,21,13.68,10,0,18
2614823,76588,17,10.80,0,0,18
2643167,86233,26,14.28,3,0,18
2619419,79344,22,11.62,2,0,17
2643794,81173,19,12.56,7,0,18
2628586,79787,21,11.11,3,0,17
2680295,82608,21,13.01,6,0,18
2625526,82395,21,11.40,3,0,18
2636075,80826,21,11.93,6,0,18
2611636,79726,21,11.51,1,0,18
2642223,81269,22,12.11,5,0,18
2604350,79215,26,11.02,3,0,17
2630272,81817,22,11.12,4,0,18
2603819,78677,18,10.94,3,0,18
2607872,75952,19,10.72,5,0,18
2627986,82745,19,11.49,3,0,17
2623292,75870,22,11.40,9,0,17
2614422,80793,20,11.05,1,0,17
2599540,80321,21,11.65,3,0,17
2615232,80620,24,11.80,3,0,18
2618023,73717,19,11.38,6,0,17
2623517,80097,18,11.75,3,0,17
2627444,78707,20,12.39,4,0,18
2629988,82029,19,12.02,6,0,18
2638526,79178,30,11.08,3,0,17
2615343,79593,20,10.73,8,0,18
2623049,79243,24,11.21,3,0,17
2624489,77727,20,11.34,4,0,18
2631461,78689,23,11.31,2,0,18
2627227,78546,22,11.05,4,0,17
2679002,82651,25,12.42,2,0,17
2601164,81023,21,11.29,7,0,17
2610913,79974,18,11.53,5,0,18
2619033,81875,20,11.55,5,0,17
2634439,83217,22,11.50,5,0,18
2629699,79245,21,15.30,2,0,18
2594760,77944,18,11.95,4,0,17
2604005,79876,18,11.43,4,0,18
2670227,83657,23,12.30,5,0,17
2610033,79519,20,10.82,6,0,18
2636926,78558,20,12.33,6,0,17
2623460,79026,19,11.57,7,0,18
2639327,82909,20,12.52,5,0,17
2609416,75608,20,11.09,6,0,18
2628963,82509,19,11.17,2,0,18
2630948,79582,22,11.95,9,0,18
2640490,83283,20,12.43,5,0,18
2624048,82618,20,11.90,1,0,18
2608706,79601,19,11.41,5,0,18
2626467,82275,20,11.79,6,0,17
2611966,81358,20,11.91,3,0,17
2693246,84534,27,12.54,3,0,18
2630826,77541,22,13.01,2,0,17
2612680,77962,18,12.42,3,0,18
2629335,78197,18,11.86,6,0,18
2635230,82556,22,12.50,3,0,18
2645874,82060,24,12.76,5,0,17
2607637,79307,25,11.08,4,0,18
2607847,79642,21,12.66,7,0,18
2628331,81642,20,12.23,7,0,18
2632373,81098,16,12.21,4,0,17
2619441,77433,17,10.79,4,0,18
2605902,79539,23,11.17,0,0,18
2607872,75952,19,10.72,5,0,18
1797829,44797,5,6.30,2,0,14
1819201,47506,11,6.64,5,0,13
