36492,4,15.32,13,7,1640178
10605,2,3.95,0,3,1336900
35247,2,6.93,6,5,1608944
33132,3,6.40,11,5,1605664
9464,0,5.00,0,7,1359336
40465,5,6.71,12,4,1737876
40679,5,6.28,11,5,1744974
41607,4,6.53,11,7,1720317
40148,2,6.37,11,5,1710267
41311,4,7.63,12,6,1736566
41139,4,6.19,11,6,1735036
42214,3,6.78,13,7,1753980
40779,5,6.42,11,11,1745050
40155,6,6.83,11,6,1738733
43545,3,7.39,11,7,1751399
42948,5,7.24,11,6,1716681
39508,7,6.75,11,7,1721267
45151,3,8.82,11,5,1750806
39572,1,6.66,11,6,1737556
41043,1,7.03,11,6,1727791
41241,4,7.21,13,4,1751307
39501,2,6.95,13,5,1710585
39992,1,6.96,11,4,1743469
40110,1,6.92,11,7,1731845
40914,3,6.88,11,9,1733618
39566,3,7.17,11,7,1722754
39936,1,7.34,13,9,1736829
38538,1,6.54,11,4,1703176
40009,3,6.94,11,8,1727134
40073,3,7.52,11,11,1728770
40423,6,7.53,11,8,1755183
38214,3,6.63,11,6,1720083
41248,3,7.29,11,10,1738404
42458,2,7.89,13,7,1738498
39830,3,6.81,11,7,1729017
39599,6,7.38,11,8,1702681
39119,5,6.68,11,7,1725404
39967,3,6.72,11,8,1726580
38565,1,6.44,11,6,1727236
41993,3,7.76,11,13,1742754
41938,4,8.24,13,9,1741075
38891,4,6.91,11,9,1721361
39513,5,6.85,11,6,1734306
39454,4,7.18,11,11,1741200
39889,4,6.50,11,7,1736723
40465,5,6.71,12,4,1737876
40679,5,6.28,11,5,1744974
41607,4,6.53,11,7,1720317
40148,2,6.37,11,5,1710267
41311,4,7.63,12,6,1736566
41139,4,6.19,11,6,1735036
42214,3,6.78,13,7,1753980
40779,5,6.42,11,11,1745050
40155,6,6.83,11,6,1738733
43545,3,7.39,11,7,1751399
74987,3,11.08,17,18,2369551
72504,3,11.33,17,18,2370326
74009,3,11.32,17,18,2388588
73773,5,11.25,18,16,2400030
73616,6,11.22,17,19,2384724
75665,4,11.08,17,16,2396132
75076,4,11.62,17,18,2379374
76005,2,10.73,17,17,2365501
75654,0,10.93,17,18,2378748
74691,3,11.05,17,13,2398555
74887,3,13.36,17,15,2379344
72392,4,11.08,17,15,2359528
75277,3,12.65,18,16,2404886
75564,3,11.32,18,17,2402077
74463,3,11.16,18,22,2358888
67135,5,11.59,18,14,2387583
76111,6,22.22,18,17,2397844
75667,5,12.40,18,19,2387315
76869,3,12.63,18,25,2417270
71845,2,11.76,16,18,2372197
72040,4,11.39,17,22,2366024
73438,3,11.65,16,25,2480492
74968,3,11.35,17,14,2381173
71594,2,11.97,17,16,2364760
73500,4,11.98,17,20,2350870
69255,11,11.07,17,20,2374107
72973,2,11.33,18,16,2359328
73191,4,11.32,18,15,2362365
73242,6,11.04,18,16,2362876
72269,8,11.44,17,17,2361837
72049,1,11.31,18,16,2345139
71577,5,11.25,18,16,2351302
71390,6,11.51,18,21,2365396
74721,4,13.19,16,24,2418447
72165,4,12.53,17,19,2383900
73523,2,12.79,18,24,2353075
72795,5,12.18,17,22,2356419
71770,2,11.51,18,19,2389245
72523,6,11.13,17,15,2329879
69239,2,10.97,18,21,2351957
71112,5,11.25,18,15,2340934
73277,1,12.26,17,17,2390492
74712,5,12.87,18,17,2359351
71307,4,10.96,18,16,2330160
73280,6,11.23,18,22,2348188
73114,1,12.10,18,17,2380358
70021,3,11.81,16,20,2366761
70924,3,11.58,17,17,2348159
69837,2,10.83,16,15,2342277
30823085,2558,14072.83,676459,111512,1526258469
31146583,2372,14119.72,670370,110089,1515496397
31599231,2715,14126.10,680757,110389,1516473199
31965624,2440,14137.63,676102,110842,1519457375
32244395,2324,14169.06,679408,110042,1522172410
32287184,2441,14110.22,675209,111638,1525531201
31904675,2335,14215.14,676265,111347,1526521810
31042135,2455,14145.17,675034,111451,1528005291
11281032,308,8249.09,683742,6156,1344311191
32045967,2484,14255.65,677344,111252,1528388864
31828488,2389,14213.06,682480,110909,1527761301
31409332,2488,14340.76,679903,111528,1525526505
31069735,2414,14150.86,672405,111598,1525211616
31813606,2472,14271.57,677285,111559,1521266809
32376119,2415,14238.34,679702,112121,1524464097
32250471,2518,14106.33,677650,111206,1516335077
32019659,2585,14169.44,673470,111333,1523181772
31830555,2401,14200.58,678726,111546,1523669122
31529585,2658,14060.98,676554,110621,1518345447
31998516,2350,14148.92,674144,111269,1521567942
31672319,2387,14299.10,678716,111746,1523683180
31351636,2613,14227.72,676349,111074,1518687648
32209208,2395,14175.86,673848,111518,1522628939
31846976,2648,14383.16,701671,111175,1535261570
31030984,2465,14228.83,681845,112112,1522984699
32884848,2591,14136.07,673349,110660,1519732976
11777819,510,8154.38,676552,5606,1331955528
32646608,2640,14162.24,673128,110724,1519225354
32335218,2716,14199.88,680025,110029,1519423782
31693676,2594,14140.47,670677,110309,1519143078
32100870,2564,14150.81,679202,110244,1519282420
11384484,346,8098.29,673958,6056,1339785351
31880505,2625,14135.40,678562,110933,1520816688
32345253,2597,14135.33,677506,112030,1517900575
31203872,2343,13973.09,675917,110661,1525508649
30864709,2946,15066.44,678287,110729,1527413654
32741362,2830,15800.86,677456,111644,1520652582
30781174,2627,15827.10,683749,112006,1533554877
12648886,326,8931.15,683771,5621,1342555741
16400896,261,11909.15,676003,6831,1345421965
32470257,2413,14810.35,671874,110835,1521184608
30556200,2618,15356.31,673472,111179,1528503883
31878690,2824,15036.32,671369,111217,1520582541
30960754,2754,15136.12,674931,111064,1529741039
11549040,353,8088.49,683286,5412,1341524808
31493145,2581,14056.33,675042,111229,1522195022
31903615,2542,14157.90,677781,110241,1527673743
32067766,2549,14139.54,676594,111451,1525718135
32041497,2452,14050.06,673815,110673,1517697515
32859717,2512,14262.95,683566,111526,1530016989
