branch-misses,cpu-migrations,cpu-clock,page-faults,context-switches,branches,call-percent,cpu-idle,disk-io,network-bandwidth
9995.4,2754.0,8.97,13.0,8.0,212339.52,0.0,20.554207204575192,602.450974249642,33.8842473325772
9796.199999999999,1.0,6.94,13.0,23.0,143850.50999999998,67.0,7.150368145198828,6511.012671670596,413.23484939372906
34040,2,7.27,11,10,1625761,0.0,108.90002933644992,572.2753387014976,394.99392344936865
5195.7,2.0,6.38,671369.0,4.0,217660.22999999998,0.0,8.719695776696225,6393.332671735151,1455.2011113363124
5131.8,2.0,8931.15,17.0,16.0,2474433.2699999996,0.0,15.643086929018402,5787.222199829092,1424.089715616813
3919.0499999999997,6.0,11.32,13.0,18.0,178766.00999999998,0.0,21.230039188483456,6511.012671670596,541.8197376467805
13545.3,3.0,15136.12,11.0,9.0,8248110.899999999,67.0,7.2745518061536805,326.04041076347295,1443.756537390217
9867.0,3.0,10.0,20.0,18.0,479501.69999999995,60.0,10.274708823023877,6757.622456768446,31.943357034925732
2042.9549999999997,2.0,11.32,677650.0,110042.0,156290.94,67.0,14.04535334206324,562.1222095922301,388.7610380856073
31693,2,6.53,11,7,1596418,0.0,91.89117721438397,563.6518557410202,379.19707666027693
2994.75,2415.0,6.78,673815.0,23.0,576643.7999999999,67.0,21.502189540610733,6483.51765693562,557.7524675067136
6594.929999999999,2618.0,8.43,11.0,5.0,756616.7999999999,0.0,15.339521057258036,562.1222095922301,416.4838772130263
634.5899999999999,5.0,6.5,0.0,11.0,586383.6,67.0,0.7274393441638632,1429.1907784799805,1380.222023915116
17656.5,12.0,10.18,12.0,14.0,521619.89999999997,67.0,15.849240487832152,1353.2054299957304,1424.089715616813
1083.9959999999999,6.0,9.43,11.0,15.0,576643.7999999999,67.0,18.301282233222878,979.4945723250983,425.7098184148785
22583.1,2.0,8.32,11.0,18.0,479198.69999999995,67.0,14.998913277453982,328.93070128030655,439.2945357433105
3613.3199999999997,2594.0,6.66,4.0,8.0,586838.7,0.0,23.22791162987544,554.3634557430329,514.8945952615147
1056.2129999999997,0.0,12.29,18.0,11.0,43567.524,60.0,5.890698390966957,319.29431546174453,444.4905611861973
9870.0,3.0,11.77,680757.0,6.0,521362.8,0.0,4.903477269384948,1367.8872222706834,33.8842473325772
21972.6,4.0,11.34,11.0,8.0,196707.23999999996,67.0,10.761030261517066,592.6156609236879,284.3298363925506
9458875.5,4.0,10.97,673470.0,5.0,456174762.3,0.0,19.33806801366003,6483.51765693562,1421.2021811879106
5563.44,9.0,6.81,676349.0,110089.0,213259.58999999997,0.0,1.748305468163841,1399.3397472122592,533.3539387155087
5244.21,4.0,14056.33,15.0,16.0,403293357.3,67.0,3.2507714185377536,988.2154532936004,1377.2412088262834
12139.5,4.0,9.25,11.0,8.0,749063.1,60.0,7.475671046622582,362.66299154335445,559.066886653587
6301.889999999999,2.0,11.33,11.0,20.0,64856.079,67.0,3.961098295096784,1097.5047646643004,278.47846778398724
2919.9599999999996,1.0,14110.22,11.0,11.0,518337.3,67.0,4.932138858177053,1346.5260943590602,420.2841552838673
3670.1099999999997,2455.0,4.93,677506.0,16.0,454941959.7,0.0,23.799234151581715,329.54583930486285,1347.2109700569417
5369.4,2824.0,9.57,673472.0,8.0,577179.9,60.0,6.1178663158491045,558.6419133025914,533.3539387155087
3702.5099999999993,3.0,14135.33,18.0,15.0,114071.12999999999,60.0,4.7652842833716225,1476.8376410140627,1358.745660109218
897.75,2558.0,11.05,19.0,5.0,156485.96999999997,0.0,7.2213316239017775,1165.5483271896542,563.3607573985042
31649,0,6.67,13,10,1611366,0.0,64.90791712116476,500.14096334014636,420.8121015311873
5358.24,4.0,5.8,11.0,5.0,143606.25,60.0,8.08265937959848,1264.2110021956696,395.66556925856133
1545.3989999999997,3.0,11.65,11.0,110933.0,706925.7,67.0,22.03826002591491,1367.8872222706834,1262.3755602656613
944.7299999999999,1.0,6.48,677506.0,7.0,145343.96999999997,0.0,20.198697944094093,353.39549002430033,277.31131996439257
1138399.74,3.0,15136.12,13.0,6.0,608335.7999999999,67.0,13.937589041896949,6012.6954455046425,1217.6767822143147
32293,0,6.42,13,5,1602782,0.0,92.71209707666316,599.5837821159033,399.0674733072289
22142.1,2.0,14056.33,18.0,111451.0,225175.86,60.0,23.109697943399222,1346.5260943590602,36.96197646373185
2852.37,4.0,10.29,4.0,7.0,715170.0,0.0,24.008336278251623,533.8529475873062,37.44741655257973
1138399.74,1.0,7.72,673815.0,19.0,143835.21,0.0,14.998913277453982,1743.6525494128746,33.96356465583629
32940,3,6.15,11,7,1598169,0.0,91.63291021071406,563.6796531216883,404.5608560830873
6423.21,3.0,11.45,673470.0,5.0,521362.8,60.0,4.944940778816524,1114.9444645218427,479.2052533206495
9259412.7,2627.0,7.39,17.0,16.0,588193.2,67.0,18.210958925268965,1743.6525494128746,1377.2412088262834
3717.99,3.0,9.44,11.0,10.0,35962799.256,0.0,1.2543830137707253,1438.335572360654,401.0254482230322
2998.62,2627.0,3.78,13.0,17.0,474517.19999999995,60.0,17.533147525743555,1024.7594937965932,542.3447880700878
17441.399999999998,2715.0,4.91,11.0,12.0,488428.5,67.0,19.802793475916005,328.1621136151594,535.6610911790966
2869082.1,4.0,6.28,682480.0,18.0,143598.33,0.0,6.888506622942748,1322.8091671656298,1285.661089438705
36859,4,8.21,11,7,1627805,0.0,91.77039073039332,525.2196845232758,453.853941473867
5358.24,1.0,6.72,17.0,17.0,145343.96999999997,60.0,15.985385293554538,6012.6954455046425,32.38554791706825
6441.929999999999,6.0,14106.33,13.0,19.0,523214.1,0.0,22.982751510964682,329.54583930486285,449.6536768423041
33047,2,7.07,11,8,1583401,0.0,103.43343868230572,500.7733210166772,381.7556486752216
9479769.299999999,1.0,11.34,17.0,19.0,154914.03,0.0,6.795313589003018,1083.244052447017,396.2730312271341
11735.699999999999,5.0,15356.31,11.0,110673.0,521266.8,0.0,1.7074317136637336,1438.4732464084725,1488.6569299955122
11667.3,3.0,4.91,16.0,5.0,455503634.09999996,67.0,3.961098295096784,1097.5047646643004,1424.089715616813
2270.0699999999997,2585.0,7.72,11.0,13.0,212341.58999999997,60.0,5.286722335459941,1743.6525494128746,1370.316999473246
2448.0,0.0,6.48,11.0,20.0,713624.4,0.0,8.247922587181872,991.5923622225248,34.88713813030204
2834383.05,3.0,14135.4,11.0,7.0,702280.2,0.0,19.42561631293157,309.4621012467282,284.3298363925506
9700565.4,2715.0,7.52,18.0,7.0,143351.00999999998,67.0,7.987784183479699,1481.7649129947522,1372.356048045813
1060003.71,2.0,10.09,17.0,11.0,749968.5,60.0,14.808294534123068,1114.9444645218427,404.77097446418094
2889078.3,3.0,12.29,673470.0,18.0,119875997.52,60.0,9.088674969672303,6222.5092482975615,394.42212980670934
1041.2549999999999,5.0,14271.57,673349.0,8.0,474601.8,60.0,12.87493307940892,6120.294452145228,37.44741655257973
5252.49,2.0,14255.65,11.0,7.0,228621.42,0.0,1.7257134496270017,1114.0479944134909,1217.6767822143147
10212.0,5.0,9.91,13.0,7.0,753779.4,67.0,20.253856699766434,534.053081929628,1489.3748044417964
9571084.5,4.0,7.63,11.0,10.0,713812.2,67.0,26.759376114577822,349.8034032217445,504.2250703611482
9830.699999999999,4.0,6.48,11.0,11.0,727605.2999999999,0.0,6.786273352637902,1758.2101087130054,32.547050920342116
32561,5,6.64,11,7,1582006,0.0,107.44507700824205,569.4340300465985,416.5356316569484
2968.5599999999995,4.0,11.45,682480.0,6.0,156485.96999999997,0.0,14.057639251318745,1438.4732464084725,383.9749632236174
1564.893,4.0,9.03,15.0,14.0,594766.2,67.0,2.424797813879544,1496.3221193651966,1329.604293391036
9741077.1,3.0,11.34,11.0,10.0,178135.65,0.0,8.027812834373346,5978.178317533402,1422.6648873327
32779,3,6.40,11,9,1602167,0.0,61.00427411074293,546.4404287406163,381.6020790640565
2270.0699999999997,5.0,6.13,673472.0,5.0,225727.65,0.0,23.22791162987544,6501.421641947412,442.89719127184856
5328.089999999999,8.0,11.32,19.0,7.0,470940.0,67.0,5.070343103764792,1503.5565714313225,1404.7805043239653
12950.4,8.0,11.13,671874.0,7.0,583245.0,0.0,5.752378165423339,1322.8091671656298,259.60640841260505
922.509,2.0,17.11,12.0,14.0,157054.5,0.0,5.131452807400078,991.5923622225248,409.0981403011763
1951.263,3.0,6.28,18.0,7.0,483409.8,67.0,2.102195833556636,310.57760944334643,246.85006366497652
9865454.4,1.0,10.96,11.0,7.0,145225.08,60.0,18.106810315880598,1268.721583910838,406.0413418732603
6285.329999999999,2.0,6.9,18.0,7.0,515004.3,60.0,4.14613347081011,534.053081929628,420.8121015311873
31643,3,6.34,11,6,1581724,0.0,92.40037034264182,533.8529475873062,420.2841552838673
13514.699999999999,4.0,8249.09,13.0,7.0,518337.3,0.0,19.793584154828626,1496.3215482892574,420.2841552838673
3092.7,0.0,11.33,18.0,12.0,578000.1,0.0,18.301282233222878,1348.8099159145572,435.3777619412611
5369.4,5.0,13.19,677781.0,11.0,453197.39999999997,67.0,20.901944066591977,326.04041076347295,515.576528211598
6311.7,10.0,6.85,11.0,5.0,178766.00999999998,0.0,6.938648404434519,1758.2101087130054,246.85006366497652
12044.4,2946.0,11.96,678287.0,16.0,387655.5,0.0,23.346588144130667,6638.756675623132,1320.8227786142302
12393.3,1.0,6.66,12.0,20.0,176747.85,0.0,1.1883294885290352,319.29431546174453,1226.7356629980136
6423.21,4.0,11.45,13.0,110933.0,457339229.09999996,60.0,5.2151706101201185,317.50680716253436,1488.6569299955122
9282.9,4.0,3.64,11.0,7.0,488995.5,67.0,15.849240487832152,1110.9366168601396,396.10276006640015
3220.02,2585.0,6.95,11.0,11.0,223244.28,0.0,3.961098295096784,349.8034032217445,1226.7356629980136
6488.46,1.0,8154.38,10.0,9.0,487408.19999999995,0.0,5.24973667955345,328.1621136151594,283.2544335862783
3149.1,2.0,7.73,11.0,7.0,523040.69999999995,67.0,12.291977843994134,1367.8872222706834,247.84757225086196
944.7299999999999,2716.0,8.88,18.0,6.0,136748140.38,0.0,5.209473853490859,304.59201340161945,253.23834632274674
9929.4,3.0,12.26,18.0,16.0,178411.5,0.0,20.389226353248443,6757.622456768446,36.29875406031107
1694.5469999999998,4.0,12.87,18.0,2.0,46945.79099999999,67.0,0.6383351391126748,1114.9444645218427,34.72603164769379
6504.21,4.0,12.29,18.0,7.0,19272.929399999997,0.0,1.6689022348151348,6079.593891223046,390.0505709489863
5244.21,5.0,9.44,677650.0,3.0,665216.1,0.0,21.76264259642389,563.1360665076933,380.4549313183715
12033.0,5.0,3.95,11.0,6.0,762071.4,0.0,20.12758586159631,5836.589578211222,283.2544335862783
1899.2069999999999,4.0,3.95,675209.0,11.0,174973.5,0.0,7.9786874748981855,991.5923622225248,542.3447880700878
16878.6,2413.0,8088.49,11.0,111746.0,513080.1,60.0,1.9853540835610717,1368.55518495217,381.6020790640565
32953,7,6.28,11,7,1593317,0.0,99.99704814475564,538.3123787050021,423.75401277765354
21934.2,4.0,6.06,0.0,15.0,516095.1,60.0,2.424797813879544,519.2096266723252,420.2841552838673
3919.0499999999997,0.0,27.11,17.0,7.0,174370.58999999997,0.0,23.456938892341032,314.49093263217077,409.0981403011763
10574.1,5.0,6.38,673848.0,8.0,192331.25999999998,67.0,24.39023058557998,512.0777245631313,459.0940634135004
21006.3,5.0,11.07,18.0,9.0,458328390.3,0.0,1.7074317136637336,6511.012671670596,1489.3748044417964
6642.629999999999,9.0,7.17,13.0,14.0,120580681.59,0.0,6.894825453289404,348.7774016367682,457.65447908913393
32990,1,7.09,11,15,1599754,0.0,69.25429611734822,508.0542497925112,442.89719127184856
3821.22,1.0,9.12,18.0,13.0,46887.282,60.0,6.1178663158491045,314.49093263217077,396.10276006640015
21277.2,2.0,6.92,16.0,5.0,43603.19099999999,0.0,9.309009481407514,1118.2142013925159,416.5356316569484
692.6399999999999,3.0,6.48,16.0,5.0,455370172.5,67.0,21.636309665429454,1351.5137982393524,444.4905611861973
9895.199999999999,2465.0,8.88,677285.0,10.0,216186.93,0.0,22.215017172025412,1813.431881786445,406.0413418732603
7566.9,2.0,9.16,676459.0,111217.0,594705.0,67.0,19.793584154828626,328.1621136151594,32.38554791706825
21022.8,3.0,1785.36,11.0,19.0,744147.6,0.0,19.63566130322319,512.0777245631313,1268.5315061387687
1060003.71,2455.0,9.59,673470.0,16.0,145640.43,67.0,7.0039764432392,6501.421641947412,36.29875406031107
6488.46,2824.0,11.32,11.0,17.0,581235.2999999999,0.0,5.2151706101201185,1321.1537968006244,515.576528211598
22496.1,3.0,10.96,18.0,10.0,64269.666,67.0,2.3972844576725314,1268.721583910838,277.09773439699035
2663.7,6.0,7.53,677344.0,11.0,41303008.052999996,60.0,1.3737336250036134,1394.0416963254545,31.943357034925732
6202.8,3.0,11.34,673958.0,14.0,757382.1,67.0,1.2640818007856915,538.3123787050021,379.19707666027693
2889078.3,5.0,18.05,20.0,3.0,716274.9,0.0,3.082412646907163,569.4340300465985,535.6610911790966
5356.71,4.0,6.15,11.0,111333.0,715170.0,0.0,13.332512743159947,1429.1907784799805,417.16133548929787
32900,1,6.82,11,7,1601286,0.0,97.44818084954824,592.6156609236879,405.08614537948864
6504.21,2.0,9.73,11.0,7.0,581804.1,0.0,0.975231425561326,6617.110560693781,272.42924497269684
34173,5,7.23,11,9,1625858,0.0,105.05299917458424,594.9755918303434,389.6998188204959
5569.0199999999995,3.0,7.15,13.0,7.0,478226.39999999997,67.0,13.170665959251778,1345.0382232086658,425.7098184148785
1946.538,4.0,15356.31,11.0,5.0,43835.41799999999,67.0,6.116767905974533,1007.259413040329,409.0981403011763
9543.0,2.0,11.24,17.0,17.0,714107.4,67.0,9.670056930741785,538.3123787050021,1384.6786328068629
12044.4,6.0,11.33,18.0,111074.0,456470382.59999996,67.0,17.05282724459728,6036.885389040492,1278.3726799414237
9933.3,5.0,6.63,12.0,11.0,523492.19999999995,0.0,5.8276848938794705,319.29431546174453,394.99392344936865
34291,2,7.89,11,6,1595537,0.0,91.28029359551428,554.3634557430329,417.16133548929787
34990,5,7.53,11,12,1605160,0.0,96.15816148673942,534.053081929628,426.56782142770777
1573.263,5.0,10.93,11.0,4.0,155392.19999999998,60.0,5.940838042774801,1353.2054299957304,447.47864220195487
9589687.2,2.0,27.11,11.0,3.0,173153.97,60.0,9.670056930741785,1248.3804145851047,285.2121504463228
2361.33,1.0,12.74,11.0,15.0,581235.2999999999,0.0,16.465786221602606,1581.151020087335,486.41906730080507
10167.0,2.0,14136.07,11.0,13.0,707666.4,0.0,22.617852574374886,1701.2052034802339,1391.7163929751334
2461.5,2441.0,11.04,11.0,6056.0,156314.61,67.0,6.067104051249082,1666.398391817039,517.1147401213495
32274,2,6.26,11,5,1594459,0.0,89.45981309897354,519.2096266723252,439.2945357433105
33261,5,6.44,11,8,1596618,0.0,97.21380117881041,513.6663928601479,377.3380086961006
9576.6,4.0,6.41,13.0,24.0,225727.65,0.0,8.087027899586525,1174.8916820427328,442.89719127184856
3613.3199999999997,4.0,12.79,11.0,6.0,403626589.5,67.0,2.0110019748592953,1813.809209502579,444.4905611861973
3149.1,3.0,6.48,0.0,7.0,382123.5,60.0,21.93128852863163,602.450974249642,377.14798314508397
20434.8,2946.0,12.26,12.0,16.0,519553.5,67.0,22.05948981734524,1785.8705904165113,1347.2109700569417
910.656,4.0,12.53,673472.0,110244.0,718839.6,0.0,2.0358820057913705,602.450974249642,559.066886653587
12341.699999999999,4.0,12.65,677506.0,6.0,594766.2,0.0,23.914262006033365,328.1621136151594,390.0505709489863
17441.399999999998,2.0,14150.86,13.0,7.0,518705.1,0.0,4.481842973459143,533.8529475873062,1186.0135822035722
12046.5,3.0,11.05,18.0,22.0,142208.72999999998,0.0,24.39023058557998,528.4594728824724,1278.3726799414237
10574.1,2.0,3.78,677650.0,3.0,457104954.0,0.0,16.483135929388414,5978.178317533402,404.5608560830873
34167,3,7.09,13,6,1630176,0.0,93.6261160953031,498.2558588310177,426.2743439632542
3001.14,0.0,14157.9,11.0,15.0,593802.6,60.0,16.241059113789223,348.7774016367682,497.4211162596602
3563.9099999999994,9.0,11.62,13.0,8.0,457877540.7,0.0,31.030031604691715,6690.878981141472,1377.2412088262834
5107.589999999999,2.0,11.62,18.0,5.0,654899.7,0.0,0.44762014643616077,328.93070128030655,413.70416844730823
33507,3,7.26,11,6,1592789,0.0,94.88644681664529,512.0777245631313,449.6536768423041
14045.1,4.0,11.85,11.0,10.0,479926.19999999995,67.0,4.9077079786614,1750.1024221885264,423.75401277765354
6594.929999999999,2648.0,15136.12,15.0,111175.0,744147.6,67.0,3.082412646907163,1268.721583910838,551.5754257598862
9626.1,1.0,8.39,13.0,7.0,750586.2,67.0,10.761030261517066,1407.6717877952854,506.22677580916576
14947.5,3.0,11.07,11.0,7.0,484207.8,0.0,15.709688443883932,1182.7895183113028,278.47846778398724
20776.5,4.0,14213.06,4.0,111064.0,582937.5,60.0,17.51752836198911,6095.25928297187,253.23834632274674
16878.6,6.0,6.68,682480.0,19.0,455767606.2,0.0,6.214216813437558,1438.4732464084725,283.4323538657093
36753,3,8.17,13,9,1622073,0.0,107.75039298530169,535.0286633115917,390.0505709489863
9933.3,5.0,14139.54,11.0,8.0,711097.7999999999,0.0,5.938075246448587,1760.8947139237928,1329.604293391036
21102.3,5.0,11.51,11.0,4.0,589159.5,67.0,19.42561631293157,348.7774016367682,32.23383408141161
9288226.2,10.0,9.97,0.0,11.0,484207.8,60.0,3.082412646907163,1407.6717877952854,1384.6786328068629
6488.46,2484.0,14215.14,11.0,15.0,583597.5,60.0,15.58335093656854,1356.0224489341367,258.93253581251673
9166860.0,5.0,11.17,11.0,16.0,174541.22999999998,67.0,20.923696384632034,1756.4597134182127,1377.2412088262834
10218.0,3.0,9.97,11.0,12.0,714107.4,60.0,24.062874534642557,979.4024707461182,253.23834632274674
9686155.2,9.0,8.24,673958.0,11.0,456788681.7,67.0,10.274708823023877,552.9296444180528,1333.4626013969623
9686155.2,2.0,7.38,14.0,111064.0,521362.8,0.0,7.987784183479699,317.50680716253436,1384.6786328068629
2075.4629999999997,1.0,11.62,11.0,16.0,226985.03999999998,0.0,23.642042189358328,6076.19629883719,568.303813311345
1899.2069999999999,4.0,11.05,0.0,17.0,41303008.052999996,0.0,16.465786221602606,1114.9444645218427,1347.2109700569417
3075.03,1.0,6.63,683771.0,7.0,53024.355,0.0,3.999753822947984,6162.662472685559,486.41906730080507
10410.0,3.0,14227.72,11.0,10.0,478023.89999999997,67.0,16.32361393063765,362.66299154335445,396.2730312271341
3776.7599999999993,3.0,7.09,10.0,14.0,176747.85,0.0,15.991665051759252,6690.878981141472,557.7524675067136
31810,3,6.14,11,6,1588472,0.0,89.19792038192608,595.9537170021445,395.66556925856133
34093,3,6.41,13,7,1602225,0.0,69.04685348263953,526.9096711464953,413.9322070843983
10399.5,4.0,12.65,13.0,19.0,156485.96999999997,0.0,1.8364412262233494,569.4340300465985,1389.745045394293
32890,5,6.29,11,6,1581979,0.0,77.29506085176331,570.1821042097406,377.14798314508397
6756.839999999999,3.0,11.17,18.0,5.0,146118.05999999997,0.0,6.579386558589489,498.2558588310177,34.821482172473374
5272.469999999999,5.0,3.93,676594.0,18.0,455606294.4,60.0,6.166262161372558,595.9537170021445,276.09006070754737
21039.0,5.0,7.39,0.0,15.0,579337.2,60.0,7.275352485919511,589.3203566685397,1356.0914774078324
21333.6,2946.0,11.07,703.0,19.0,713624.4,0.0,6.617846945203572,1737.9348964601254,36.32147108873169
33898,2,6.90,11,7,1602477,0.0,88.18392859973262,563.0266695421241,459.0940634135004
21417.0,3.0,6.63,0.0,9.0,142378.11,0.0,9.088674969672303,1394.0416963254545,36.13741342364612
738.4499999999999,4.0,9.81,11.0,15.0,13942.262699999997,0.0,20.923696384632034,319.29431546174453,1406.6218145311946
8487.0,2440.0,6.42,11.0,23.0,587416.5,67.0,14.293619432669498,1263.06591653307,267.3174884255229
10188.6,5.0,7.39,11.0,7.0,730430.4,67.0,20.561891346049467,558.6419133025914,1240.532705187069
32769,3,7.34,13,7,1598488,0.0,75.39284191458296,535.395392655752,388.6140032075325
32444,4,6.52,13,7,1595625,0.0,72.2615960511013,539.9760059127173,395.37500913333497
6849.99,4.0,7.24,15.0,19.0,137297385.45,67.0,5.367505431933633,1269.8105899477355,1425.1331925839283
740.88,2455.0,147.04,11.0,110835.0,478226.39999999997,0.0,1.5394358422200234,1429.1907784799805,1398.9714999673183
9741077.1,5.0,6.26,18.0,11.0,481730.39999999997,0.0,17.740176610044937,1257.0304338724818,1247.084896444837
1069.1729999999998,4.0,6.07,13.0,7.0,154922.49,0.0,19.802793475916005,303.400205672549,1437.1357299421834
681.0209999999998,3.0,11.59,18.0,17.0,215144.28,0.0,5.5758351767412195,5975.604509627902,559.066886653587
2894.13,3.0,6.95,670677.0,20.0,487728.3,0.0,8.087027899586525,1411.16789500642,401.0254482230322
21717.6,3.0,11.32,683286.0,10.0,589159.5,60.0,3.814275219537973,1450.9773266727009,479.1677908710785
3919.0499999999997,5.0,7.23,11.0,20.0,16058.687399999997,0.0,4.499673983236194,1383.368281168195,479.2052533206495
32604,5,6.89,11,8,1597661,0.0,61.82737275377338,533.2262354948059,409.2600415017394
3159.18,4.0,14175.86,679702.0,15.0,486621.89999999997,60.0,24.524284346065823,6012.6954455046425,267.7895003638808
1068.444,3.0,3.78,18.0,7.0,144509.75999999998,67.0,20.952799353344446,559.8824432899232,36.29875406031107
5294.969999999999,2.0,7.26,13.0,5.0,520085.39999999997,60.0,5.209473853490859,6114.111990522347,286.0761328041321
10188.6,3.0,8.03,703.0,110933.0,141282.0,0.0,7.458859496057763,1539.3034028911716,504.2250703611482
32811,3,6.41,11,7,1593786,0.0,104.66276313650091,559.8824432899232,396.10276006640015
32698,3,6.90,11,6,1594088,0.0,64.62062770563315,562.1222095922301,444.4905611861973
20842.5,4.0,7.63,11.0,23.0,382107.89999999997,0.0,32.67000880093497,1330.071735171154,35.12608889506766
12233.699999999999,5.0,6.72,13.0,16.0,516826.19999999995,60.0,4.70597922055955,1515.9028291828606,416.4838772130263
32157,2,6.06,11,6,1578965,0.0,93.88520174774649,584.7734348213078,407.28042499440835
10250.1,8.0,3.96,13.0,7.0,487060.19999999995,0.0,5.752378165423339,6414.218398815872,278.47846778398724
1574.3999999999999,4.0,9.43,11.0,1.0,224498.87999999998,60.0,21.300084403606334,348.7774016367682,1342.333967281606
2869245.4499999997,2.0,6.57,11.0,13.0,522826.19999999995,0.0,6.579386558589489,1111.0118631816833,1275.7462719213506
3139.9199999999996,7.0,12.74,11.0,8.0,138173541.29999998,0.0,3.814275219537973,1264.2110021956696,1217.6767822143147
34115,5,7.72,13,9,1623534,0.0,71.00028134535445,554.6284479159864,442.60457544540964
34076,4,6.74,11,11,1594115,0.0,96.71407677180339,501.1215543130708,404.7254644263715
1083.9959999999999,2488.0,7.02,18.0,7.0,523515.0,0.0,1.5645511830360355,362.59489403835835,1305.061141965771
9975.0,2372.0,3.95,11.0,7.0,586838.7,60.0,28.465934044993585,1105.403954447068,513.9652328924335
12274.199999999999,3.0,11.32,13.0,3.0,402766722.3,0.0,4.71290653316518,1268.721583910838,286.0761328041321
2902542.3899999997,5.0,11.32,11.0,9.0,144509.75999999998,0.0,11.29365440353587,1813.431881786445,1361.359963440068
17441.399999999998,8.0,14228.83,11.0,16.0,523492.19999999995,60.0,8.749242106092936,979.4945723250983,1499.2219664787617
2461.5,6.0,11.05,11.0,6.0,581215.5,0.0,5.940838042774801,1670.5161435768332,413.23484939372906
17032.2,2.0,13973.09,682480.0,15.0,178429.86,67.0,5.752378165423339,1581.151020087335,1411.1102598083633
33409,3,6.57,11,7,1595035,0.0,91.6435843020208,520.7251468178162,401.0254482230322
9564151.5,1.0,11.58,673470.0,9.0,156380.03999999998,60.0,17.13101875242116,1264.2110021956696,560.7309548894995
5275.079999999999,261.0,6.91,13.0,7.0,53024.355,0.0,4.13370559849183,1627.3982821851623,515.576528211598
2889078.3,3.0,8.17,4.0,5.0,42384.6,67.0,8.749242106092936,534.053081929628,1424.089715616813
2919.9599999999996,3.0,6.56,0.0,112030.0,402766722.3,0.0,6.53192026883239,1515.10624064594,34.857115262132034
10188.6,4.0,8.24,13.0,4.0,702280.2,67.0,16.241059113789223,1685.8856153059621,1489.3748044417964
33890,1,7.11,11,9,1622236,0.0,106.77937105712513,584.1081741094929,422.6537671669345
3054.87,353.0,11.07,16.0,7.0,214972.92,0.0,18.198942112680047,1114.9444645218427,1478.0516193817753
8369.4,1.0,8.16,15.0,5.0,46177.208999999995,67.0,1.6727505530223659,1503.5565714313225,444.4905611861973
