1357999,162427,16,23.58,1,3,47.01,1175.06,385.47
1327241,147376,15,24.18,1,4,48.9,1041.7,393.98
7453279,1705383,78,129.96,4,361,65.96,1699.16,533.43
41405557,10610624,102,732.29,2,2724,65.99,1701.71,640.78
8031905,1859642,53,142.31,2,397,59.89,1742.25,638.76
20997733,5162738,88,378.94,3,1053,59.53,1536.11,599.76
2640998,380533,96,42.63,4,128,61.45,1576.07,537.0
27427772,6723950,112,473.35,3,1532,64.39,1613.52,639.8
59453400,14551409,291,1039.39,3,4383,57.62,1550.44,527.62
16090800,4143984,73,280.16,2,732,61.64,1841.8,558.07
8586461,1906137,57,150.77,3,426,56.86,1788.32,613.43
29944276,7517653,119,554.50,1,1715,67.77,1776.92,612.33
1298919,140270,13,24.59,0,3,59.04,1546.04,567.76
38733801,9628260,71,677.86,3,2454,68.3,1829.57,550.08
34242455,8429424,95,595.73,2,2230,65.82,1693.7,614.13
9349922,2119067,45,162.57,6,458,59.72,1811.85,541.92
7192042,1684558,61,127.74,1,347,62.28,1801.22,622.78
36798461,9310615,371,649.32,6,2313,67.94,1731.13,633.12
31797256,7891762,75,557.97,3,1952,60.39,1571.76,623.09
23450819,5821065,100,417.72,1,1345,61.89,1737.2,592.22
43327831,11305628,181,788.60,4,2895,64.88,1555.6,631.59
16665575,4326725,70,306.85,3,795,61.34,1550.34,538.3
1334451,154679,33,25.83,0,4,63.81,1623.04,562.83
1320554,145364,23,24.62,3,3,61.7,1626.4,631.92
1128078,75493,12,18.72,1,0,67.55,1562.2,565.04
1315951,145251,22,24.99,3,3,63.02,1731.57,570.23
58873596,14407517,195,1033.56,3,4286,63.76,1842.92,531.99
56904257,14173987,133,1028.85,0,4218,65.74,1720.33,529.03
32279045,8213233,188,613.95,2,1961,67.03,1633.88,615.12
44648112,11034300,96,783.77,3,3037,63.3,1533.27,626.51
1329727,149618,26,24.69,3,3,68.14,1783.85,529.79
42471970,11032522,132,775.40,0,2829,66.29,1550.62,534.26
26160885,6730009,47,456.62,2,1474,62.07,1697.33,556.91
1326994,149750,33,24.62,1,3,66.53,1827.78,586.29
1312536,134284,13,23.69,1,3,59.63,1607.21,592.01
5927480,1206209,67,102.55,2,290,65.8,1648.07,605.39
1273666,133187,30,23.04,2,12,59.24,1661.47,572.59
1322472,142415,18,24.53,3,4,57.71,1626.1,576.15
48591300,12319801,146,869.93,3,3334,56.79,1540.78,568.27
28290179,7010949,92,489.76,2,1574,57.51,1590.59,585.39
31300054,7683529,69,551.19,0,1938,58.77,1589.18,625.8
6997235,1622364,58,123.87,5,340,56.88,1534.02,626.0
29289371,7318244,109,514.36,7,1710,60.13,1731.73,589.3
6769865,1473668,63,116.77,1,328,56.75,1617.23,529.2
1311532,138110,12,24.55,1,3,66.1,1653.97,586.65
51122548,12933762,104,902.37,0,3535,63.3,1684.28,574.84
68892982,16822740,192,1194.99,2,5166,59.96,1517.5,571.64
1307902,133456,19,24.48,1,3,65.38,1761.97,542.66
1337105,162065,30,26.19,2,4,60.68,1529.6,542.6
1342612,146664,20,25.37,4,3,65.61,1648.04,600.31
1173239,99490,21,20.62,4,0,61.51,1819.77,567.16
12146791,2875129,49,214.99,3,594,59.65,1685.0,550.56
49187238,12663872,450,938.94,5,3340,66.1,1840.03,615.94
70160497,16461711,179,1265.10,2,5333,58.98,1603.31,607.49
1127199,82902,12,20.45,3,1,67.69,1830.35,597.77
1294428,134910,15,24.46,0,3,58.55,1529.39,572.52
1307977,141546,14,24.43,1,4,64.6,1587.59,558.92
28327108,7069581,87,498.49,0,1575,68.25,1806.33,624.74
1304725,140413,14,24.76,4,3,57.28,1792.83,571.71
7943905,1803083,52,141.00,2,394,56.1,1646.48,602.91
1301520,137527,12,24.52,2,3,62.3,1582.83,578.38
2497129,326322,38,39.87,2,124,66.57,1796.97,557.06
13254573,3226651,71,233.71,2,601,64.86,1552.99,627.02
1308105,142163,16,25.06,0,3,58.02,1847.25,567.44
44841045,11398132,73,795.62,2,3039,65.43,1544.47,546.89
1156033,93583,17,20.80,2,1,59.13,1563.12,537.94
1326640,147872,23,25.20,7,3,59.35,1542.65,581.61
1311251,138521,16,24.78,2,3,61.95,1788.01,565.25
44251539,10960888,82,776.99,2,2998,64.78,1687.06,591.71
47740607,12310352,86,849.58,1,3282,62.79,1697.45,614.31
1320005,141117,12,24.83,1,4,62.97,1693.35,552.43
38720248,9845895,205,685.15,6,2431,57.58,1822.88,596.22
1347748,158572,39,25.64,4,4,67.42,1659.56,558.5
51121096,12695940,377,955.21,6,3499,64.26,1641.81,584.91
35704951,8795675,88,626.57,1,2282,64.18,1561.81,599.22
9701725,2260176,59,171.76,6,468,56.85,1684.39,622.06
18598246,4826912,109,347.97,3,952,66.87,1531.56,596.29
26305174,6601853,72,460.74,2,1475,65.41,1756.68,584.52
1294926,140960,15,24.73,1,3,65.47,1794.49,595.63
1316331,146163,18,24.84,3,4,60.27,1636.26,592.29
34567941,8467201,70,603.68,5,2240,59.1,1602.33,539.6
16730593,4433473,76,295.56,3,824,66.72,1539.52,606.32
40207006,10078468,96,707.72,3,2669,60.61,1696.06,628.64
66175641,15554334,131,1140.83,4,4915,66.24,1647.35,628.39
147017,48644,7,4.01,0,1,58.98,1524.9,568.46
14660052,3591163,45,253.14,5,702,61.7,1843.55,619.59
1319117,146398,20,24.97,0,3,58.14,1773.54,605.84
67516671,15883769,125,1163.79,1,4977,60.56,1626.93,627.57
10508199,2491655,83,186.87,5,509,66.73,1834.43,575.36
1332306,155680,30,25.70,3,3,66.74,1550.63,542.13
1305202,142787,14,24.89,0,3,60.0,1574.45,580.04
27798697,6916987,151,486.41,2,1546,61.6,1712.04,625.68
63114507,15719922,164,1112.08,3,4710,66.67,1838.87,629.17
61409181,15084632,95,1083.01,1,4660,57.64,1630.07,595.09
1298365,138847,18,24.30,4,4,58.01,1722.66,584.02
3055026,457088,62,52.23,1,175,65.78,1527.09,575.02
69472174,16377819,164,1225.02,2,5242,67.92,1686.36,630.79
1301467,140612,12,24.47,4,3,56.46,1719.89,561.05
31779070,8138683,117,561.69,0,1951,66.18,1757.1,550.17
1340863,155930,19,27.12,1,4,61.2,1780.51,568.54
