2151437,406711,30,45.95,4,67,59.96,5065.98,520.43
47222475,11905954,169,857.60,2,3174,57.86,5580.23,551.67
104988644,25690425,770,1919.67,11,8253,68.84,5187.31,551.66
59650439,15223342,793,1075.68,7,3971,69.76,5155.51,569.96
27236972,6897639,126,498.39,2,1720,63.6,5222.76,490.05
103760639,24824094,453,1876.95,6,8186,62.32,5237.62,569.1
54580969,13569996,125,975.35,2,3690,58.67,5148.25,519.65
29989667,7338660,128,545.56,5,2010,62.8,1209.72,773.96
65953441,16660611,191,1203.49,2,4601,62.12,1284.95,912.02
22958074,5623538,106,416.29,2,1465,68.83,1209.17,861.84
34379392,8470181,175,628.79,3,2396,63.57,1165.93,931.65
26956123,6700580,72,491.47,2,1715,64.79,1302.26,915.59
34671149,8791413,371,703.49,9,2380,63.3,1326.72,818.2
35576447,8851093,238,658.69,5,2537,67.48,1265.81,928.93
25509863,6322303,79,465.29,1,1681,65.12,1289.53,783.08
37071651,9095057,165,721.03,4,2642,66.39,1258.36,939.71
63998374,16014831,542,1220.98,7,4466,68.5,1345.89,919.08
58288328,14548193,171,1071.30,1,3931,59.98,1358.69,849.33
32646718,7936250,110,590.82,4,2244,69.79,1348.84,864.23
78080578,19717086,449,1456.03,8,5598,69.8,1134.57,847.45
89853844,21907315,320,1599.39,4,6868,61.32,1150.98,834.88
57707741,14718843,185,1071.80,8,3932,64.35,1344.05,855.37
101227348,24201085,331,1788.57,3,7726,62.87,1253.45,858.29
51686085,12876017,396,925.56,0,3494,67.53,1210.69,796.02
41369978,10511757,225,772.68,4,2817,60.4,1352.67,866.44
74415623,19160112,144,1340.03,4,5347,65.0,1357.87,844.83
48705864,11931232,115,869.80,4,3215,68.73,1290.06,887.57
62397361,15573593,178,1128.99,2,4390,65.71,1217.52,807.12
69958978,17747586,154,1265.03,3,4943,61.4,1222.27,779.05
23486040,6037527,501,429.74,2,1441,68.59,1324.18,857.97
100728013,24018973,204,1770.63,3,7721,61.32,1153.93,849.4
73819979,18970448,184,1337.64,3,5298,60.91,1281.2,935.1
98934265,23574172,148,1732.39,4,7565,60.63,1282.37,835.88
2142054,407767,30,46.10,3,68,61.09,1372.01,926.32
17785875,4466791,98,350.24,3,1026,66.74,1223.18,784.24
84881767,21410437,341,1551.38,7,6396,64.76,1144.24,907.73
98979211,24592778,329,1782.06,5,7561,65.52,1249.61,858.93
30859239,7556563,140,559.82,3,2085,69.61,1255.21,816.2
18971592,4867385,115,350.54,2,1057,61.63,1373.11,834.49
51769753,12777690,228,930.64,2,3560,62.6,1326.4,793.35
52092802,12839330,228,936.46,1,3578,64.08,1304.47,906.25
105875115,25168338,645,1880.81,5,8438,63.44,1147.72,866.51
35767782,8748221,109,657.09,3,2580,66.1,1186.66,774.87
90459509,22275877,292,1641.10,5,6895,59.18,1260.3,938.74
85498012,21270703,205,1535.20,3,6436,69.83,1376.15,881.85
53061816,13329003,183,962.79,2,3617,69.73,1152.15,909.21
69002261,17433509,273,1284.14,2,4843,57.96,1327.31,851.11
76217622,19738537,451,1441.64,10,5457,65.41,1136.26,935.9
30120217,7391846,97,545.80,6,2010,59.01,1289.29,818.54
24885511,6275708,112,452.84,3,1602,69.27,1182.73,789.2
10442768,2628587,78,193.95,4,550,66.46,1189.48,779.88
21901390,5521924,63,399.85,4,1405,64.21,1131.25,929.06
33883288,8261364,110,617.49,4,2359,66.24,1293.5,798.82
52659014,12999005,336,970.33,2,3604,66.82,1164.39,821.3
85501429,20939892,270,1536.88,5,6436,60.42,1141.93,895.73
57176449,14333280,409,1049.41,7,3793,66.15,1242.49,926.56
21326268,5375084,87,389.41,1,1337,61.92,1287.78,896.79
99612428,24267756,596,1789.90,1,7559,65.56,1288.17,866.63
34416123,8669735,149,643.93,4,2397,65.33,1165.22,833.84
95229610,22867694,330,1732.22,0,7143,62.46,1297.57,857.17
103377506,24461314,180,1837.34,4,8180,61.81,1248.19,836.0
104437811,25036665,715,1911.17,4,8193,65.93,1163.51,829.36
25523579,6419486,85,465.40,3,1687,67.87,1224.1,837.63
34132487,8492336,266,627.01,2,2358,58.94,1215.24,933.76
24958532,6286112,103,452.34,1,1624,69.88,1199.66,837.98
40891402,10197853,124,746.23,2,2814,65.67,1341.95,836.66
35470086,8846353,139,647.16,4,2538,62.35,1163.25,841.95
14375640,3859611,194,286.40,7,794,62.74,1156.05,846.97
28861970,7274427,119,527.94,6,1910,67.69,1306.92,849.24
50885493,12840539,644,981.65,6,3334,66.8,1199.65,823.83
64318436,16121887,150,1163.43,4,4507,61.24,1126.59,890.64
101856449,24231898,251,1810.02,4,8024,69.87,1205.23,875.71
40164498,9843292,126,728.41,4,2781,60.46,1214.89,882.68
14973514,3943350,272,295.35,5,811,66.22,1177.07,813.98
23565475,5816900,92,426.76,2,1476,69.46,1303.7,852.61
47143492,11698786,135,848.39,1,3176,59.65,1279.96,837.01
65546674,16564054,284,1203.99,5,4559,61.41,1276.37,912.91
26429408,6801639,110,490.58,0,1698,68.77,1355.78,917.53
96821156,23183174,178,1703.97,3,7369,68.11,1173.51,939.42
60928885,15245936,327,1156.84,5,4190,66.83,1256.41,812.99
43494960,10938514,740,795.41,5,2848,65.13,1342.94,877.31
64265457,16592388,226,1205.43,6,4497,60.7,1283.06,804.51
