1454705,208515,16,26.86,0,8,65.48,1375.91,1363.82
46445344,12236977,396,860.25,4,3135,46.88,993.5,346.67
1450164,198668,29,27.66,5,7,46.7,975.73,366.84
17009062,4437884,72,301.06,1,839,41.96,1139.53,382.63
6035943,1349012,180,106.49,4,292,47.2,1004.33,362.7
37002512,9644108,109,653.22,3,2349,42.73,1007.36,376.57
148653,47980,7,4.02,0,1,47.58,1137.95,397.53
26620376,6712211,54,461.61,3,1497,43.95,1173.2,391.32
29464317,7354669,84,516.39,3,1723,48.95,1030.27,391.64
17088812,4535788,230,332.39,9,808,41.47,1069.08,363.41
145019,48725,7,4.02,0,1,43.52,1051.27,357.47
49231421,12598543,98,874.10,1,3394,45.98,1161.35,398.94
51136918,12906805,68,912.54,1,3535,43.64,981.76,391.5
12120428,2934359,55,216.83,2,597,41.59,1087.53,405.0
1426192,189356,18,27.09,4,7,41.94,995.12,372.81
1495059,227312,61,28.83,2,7,49.28,1126.85,417.99
17751747,4718152,97,316.43,2,860,45.67,1174.03,377.42
144108,48474,7,4.02,1,1,47.39,1028.74,407.39
5770716,1168754,65,99.49,8,292,43.22,1075.65,395.86
8273070,1897369,61,144.55,2,410,45.47,1021.27,389.87
1408174,180935,17,26.86,0,7,45.58,976.01,344.49
9856832,2284254,95,174.53,6,475,47.14,1069.0,346.5
1430452,184724,17,27.01,3,7,47.9,1112.72,391.91
5573016,1084772,114,96.18,3,292,43.02,1163.5,409.81
49975526,12877504,252,925.83,1,3427,44.9,1031.34,393.62
74795551,18040461,1087,1332.80,1,5730,44.39,1138.8,351.16
1427751,190228,29,27.09,3,7,49.06,1065.06,385.09
1413812,184257,15,27.65,1,7,42.54,1043.96,385.4
4543929,845389,44,76.64,1,227,49.12,1114.96,401.83
1431682,185164,16,27.07,3,7,41.76,1081.14,373.58
1448032,198844,30,27.11,6,7,49.57,1104.7,408.12
1448379,197387,35,27.74,6,7,46.16,1041.68,377.41
1444764,192151,16,27.74,2,7,41.34,1044.33,370.36
1460928,204426,36,27.93,5,7,43.17,988.55,352.3
1459942,205607,39,28.18,5,7,46.64,1096.3,357.03
46060320,11605805,258,862.76,5,3116,40.94,1036.72,344.35
42171398,10640221,89,747.88,1,2794,44.4,1017.49,380.48
1467317,209294,33,28.18,4,7,45.11,1070.87,366.49
1445100,200706,26,27.63,1,7,46.78,1025.42,349.67
34001410,8419589,257,626.44,6,2127,41.2,1135.5,368.78
1438606,205262,28,27.99,3,7,49.37,1004.51,357.64
2174071,315326,38,37.34,0,75,41.68,997.83,407.4
35988649,9289775,333,638.14,4,2282,48.46,1047.79,366.35
1438182,195108,15,27.83,0,7,48.41,1051.72,412.62
33749228,8618502,87,589.41,8,2148,49.15,1141.4,384.91
3826975,671108,43,64.04,1,190,44.52,1083.7,346.35
1427558,179888,14,26.41,2,7,45.95,1079.37,387.17
10393371,2450397,156,184.25,1,513,44.72,1043.37,389.78
1454969,204774,31,27.88,3,7,42.29,1050.28,376.13
70248755,17372976,618,1227.82,5,5237,43.31,1141.92,405.53
1424187,184138,16,26.92,3,7,48.92,976.1,379.13
1447661,198299,35,27.48,2,7,41.97,986.11,400.26
1448774,195395,25,27.62,5,7,46.05,1159.29,394.28
21636347,5397184,141,389.31,4,1106,46.42,1186.12,400.62
1447560,200668,23,27.93,4,7,41.65,1173.91,360.55
27152570,6869365,128,472.74,2,1510,47.86,1104.66,388.53
1465481,204912,38,27.72,3,7,44.47,1042.64,367.03
1437960,187908,15,27.97,3,7,44.07,1119.7,365.87
1417645,195216,13,26.95,1,7,41.11,1178.91,356.98
22971854,5820096,188,426.33,4,1243,48.59,1081.07,386.71
4847137,952309,77,84.69,3,254,42.22,1056.5,372.07
71755221,16971080,492,1274.84,2,5370,44.52,1089.47,406.59
9964549,2294499,51,174.76,2,487,41.9,1067.78,391.29
70161094,16477350,172,1213.44,6,5324,46.69,995.42,402.08
3619049,605031,37,59.53,2,186,41.55,1096.29,415.44
23230247,5864449,76,403.81,3,1338,40.71,1119.32,375.68
144121,49091,7,4.04,0,0,44.52,1020.13,370.33
44936101,11226487,268,797.86,3,3035,48.51,1152.61,374.93
50180123,12340496,92,882.25,3,3479,46.26,1124.35,362.07
1487373,229673,60,28.04,2,7,44.71,1104.95,416.48
20481093,5031474,83,354.62,4,1007,45.01,1090.61,355.87
28337033,7054808,90,493.96,3,1582,42.41,1171.62,362.49
26563954,6684193,55,461.39,4,1493,48.66,1181.7,349.25
58111853,14963916,520,1057.22,1,4235,42.11,994.22,351.19
59359162,14558173,233,1077.49,4,4341,46.93,996.04,365.97
42651857,10727576,149,754.05,2,2840,43.85,1090.15,355.98
42689235,10823210,281,757.00,2,2831,43.16,1116.92,379.71
6722057,1493136,58,116.31,1,310,42.89,1173.34,394.25
20228776,5177734,76,351.05,3,1005,48.27,998.72,355.64
34898117,8874533,109,612.40,3,2246,42.23,1051.53,349.48
43331878,10844270,138,767.88,3,2906,48.03,1039.36,354.48
9473824,2266477,77,167.31,3,467,47.73,1048.91,346.11
47103161,11805191,112,849.87,3,3229,44.34,975.88,382.5
1438082,205130,19,28.04,2,7,47.35,1015.56,372.71
50664585,12496733,229,919.24,5,3485,42.84,1137.83,391.25
17971005,4842108,308,323.51,1,853,49.08,1144.79,380.19
1442327,194722,29,27.83,3,7,43.99,1175.35,365.15
1424268,186375,16,27.73,4,7,44.31,1057.91,361.98
23225760,5684760,75,401.00,4,1343,42.59,1003.99,414.16
1392627,175881,12,26.43,3,7,41.4,979.68,353.37
1416922,183162,16,26.94,1,7,45.45,1118.27,394.58
20783848,5050114,47,354.69,4,1058,45.19,1107.41,363.2
13178575,3218176,48,231.79,4,607,42.58,1185.85,363.67
149091,51162,9,4.21,0,1,41.46,1090.43,347.75
12497017,2941478,54,218.86,3,605,46.01,1011.13,374.73
30718348,7629226,84,538.77,5,1846,46.72,1090.92,391.36
1440259,189502,23,27.74,3,7,41.2,986.91,397.48
1426384,182057,19,26.64,1,7,43.59,1179.44,345.75
4135823,727050,53,70.23,6,213,45.45,1047.28,385.6
29680688,7292706,70,517.66,0,1725,49.43,1062.93,350.58
