10309,2,5.43,0,4,1326651,0.0,80.25121797340164,558.6419133025914,381.68485422550043
5248,1,4.03,0,7,1261283,0.0,73.7912926466832,573.3655502943676,413.70416844730823
34614,4,7.29,11,7,1606150,0.0,104.4942966015536,585.2541300549706,387.2188640355673
32530,4,6.13,11,4,1580097,0.0,71.59728775443648,555.1627179896652,423.72166857215257
33760,3,8.03,11,6,1617800,0.0,61.24139993785005,603.4379808446006,456.48237346306905
32716,3,6.41,11,7,1592651,0.0,60.35603438626866,563.1360665076933,399.1008264116548
34040,2,7.27,11,10,1625761,0.0,108.90002933644992,572.2753387014976,394.99392344936865
31693,2,6.53,11,7,1596418,0.0,91.89117721438397,563.6518557410202,379.19707666027693
31649,0,6.67,13,10,1611366,0.0,64.90791712116476,500.14096334014636,420.8121015311873
32293,0,6.42,13,5,1602782,0.0,92.71209707666316,599.5837821159033,399.0674733072289
32940,3,6.15,11,7,1598169,0.0,91.63291021071406,563.6796531216883,404.5608560830873
36859,4,8.21,11,7,1627805,0.0,91.77039073039332,525.2196845232758,453.853941473867
33047,2,7.07,11,8,1583401,0.0,103.43343868230572,500.7733210166772,381.7556486752216
32561,5,6.64,11,7,1582006,0.0,107.44507700824205,569.4340300465985,416.5356316569484
32779,3,6.40,11,9,1602167,0.0,61.00427411074293,546.4404287406163,381.6020790640565
31643,3,6.34,11,6,1581724,0.0,92.40037034264182,533.8529475873062,420.2841552838673
32953,7,6.28,11,7,1593317,0.0,99.99704814475564,538.3123787050021,423.75401277765354
32990,1,7.09,11,15,1599754,0.0,69.25429611734822,508.0542497925112,442.89719127184856
32900,1,6.82,11,7,1601286,0.0,97.44818084954824,592.6156609236879,405.08614537948864
34173,5,7.23,11,9,1625858,0.0,105.05299917458424,594.9755918303434,389.6998188204959
34291,2,7.89,11,6,1595537,0.0,91.28029359551428,554.3634557430329,417.16133548929787
34990,5,7.53,11,12,1605160,0.0,96.15816148673942,534.053081929628,426.56782142770777
32274,2,6.26,11,5,1594459,0.0,89.45981309897354,519.2096266723252,439.2945357433105
33261,5,6.44,11,8,1596618,0.0,97.21380117881041,513.6663928601479,377.3380086961006
34167,3,7.09,13,6,1630176,0.0,93.6261160953031,498.2558588310177,426.2743439632542
33507,3,7.26,11,6,1592789,0.0,94.88644681664529,512.0777245631313,449.6536768423041
36753,3,8.17,13,9,1622073,0.0,107.75039298530169,535.0286633115917,390.0505709489863
31810,3,6.14,11,6,1588472,0.0,89.19792038192608,595.9537170021445,395.66556925856133
34093,3,6.41,13,7,1602225,0.0,69.04685348263953,526.9096711464953,413.9322070843983
32890,5,6.29,11,6,1581979,0.0,77.29506085176331,570.1821042097406,377.14798314508397
33898,2,6.90,11,7,1602477,0.0,88.18392859973262,563.0266695421241,459.0940634135004
32769,3,7.34,13,7,1598488,0.0,75.39284191458296,535.395392655752,388.6140032075325
32444,4,6.52,13,7,1595625,0.0,72.2615960511013,539.9760059127173,395.37500913333497
32604,5,6.89,11,8,1597661,0.0,61.82737275377338,533.2262354948059,409.2600415017394
32811,3,6.41,11,7,1593786,0.0,104.66276313650091,559.8824432899232,396.10276006640015
32698,3,6.90,11,6,1594088,0.0,64.62062770563315,562.1222095922301,444.4905611861973
32157,2,6.06,11,6,1578965,0.0,93.88520174774649,584.7734348213078,407.28042499440835
34115,5,7.72,13,9,1623534,0.0,71.00028134535445,554.6284479159864,442.60457544540964
34076,4,6.74,11,11,1594115,0.0,96.71407677180339,501.1215543130708,404.7254644263715
33409,3,6.57,11,7,1595035,0.0,91.6435843020208,520.7251468178162,401.0254482230322
33890,1,7.11,11,9,1622236,0.0,106.77937105712513,584.1081741094929,422.6537671669345
32696,3,6.53,11,6,1589441,0.0,74.31409850877267,589.3203566685397,402.16314923393867
32654,4,6.30,11,7,1598339,0.0,60.70319641756322,602.450974249642,435.3777619412611
30943,3,5.68,11,5,1585925,0.0,80.02778759417208,552.9296444180528,399.7115831708178
31922,1,8.15,13,5,1594935,0.0,82.80190987264233,536.0150705910996,456.6544480558331
34700,3,7.15,13,8,1626029,0.0,100.98527744080337,553.769502198973,437.67196909482414
30848,3,6.14,11,3,1569800,0.0,103.89140232627611,556.0064592585491,416.4838772130263
34731,2,7.45,11,10,1599040,0.0,79.92493789463501,521.7945599144325,424.14708398158245
33318,1,6.35,13,7,1629985,0.0,105.0803375245751,528.4594728824724,446.79056618464193
61878,6,10.76,13,17,1982554,67.0,51.24083824266742,6638.756675623132,564.7580264624244
60597,3,9.81,12,16,1985776,67.0,64.6569168384209,6079.593891223046,479.2052533206495
59536,9,9.12,12,13,1969502,67.0,73.92949055527461,6657.5147860185225,535.6610911790966
57959,5,9.73,13,13,1939347,67.0,67.53784421163286,6617.110560693781,551.1693281381278
56483,9,9.17,12,11,1922146,67.0,54.15918816521016,6444.399256955461,560.7309548894995
58855,5,10.18,15,15,1957600,67.0,50.87902314828198,6712.979955211113,559.5675961413054
58391,4,11.22,13,17,1958854,67.0,49.99637759151327,5841.823298405881,557.7524675067136
61142,8,15.61,13,14,1952221,67.0,51.94450312189513,6547.8812542752175,551.5754257598862
57730,6,10.09,13,18,1955733,67.0,58.413770751298216,6690.878981141472,490.1729159337895
58397,8,10.79,12,16,1938269,67.0,79.33078050527239,6515.256529318644,488.7765506181774
58547,5,10.57,15,14,1958055,67.0,82.36406389485194,6483.51765693562,499.44325904574237
59660,7,11.16,15,12,1945325,67.0,57.54186284155095,6740.783493217096,567.2104702715617
58315,5,10.03,13,15,1954612,67.0,52.425380758250085,6120.766482037175,515.576528211598
60361,5,14.72,13,18,1968332,67.0,77.82196048043556,6076.19629883719,501.1879730960799
58138,12,9.31,13,15,1930843,67.0,56.014434593674366,6095.25928297187,568.303813311345
56262,7,9.25,13,14,1944614,67.0,81.76762908188768,6036.885389040492,556.2828163178784
53771,3,10.29,13,15,1948915,67.0,55.2617464736001,6702.186141444664,509.4840679039156
59354,8,11.07,13,17,1960940,67.0,80.83724984355013,5787.222199829092,564.8930681838054
65476,6,78.95,17,32,2006408,67.0,76.53896247714164,6511.012671670596,524.2845069328744
57019,8,9.38,13,12,1947202,67.0,80.0345133951664,6369.22114174797,480.5308990392527
59073,11,10.67,13,20,1988106,67.0,59.90861403931011,6012.6954455046425,494.4916424163333
58891,8,18.05,15,18,1979342,67.0,54.21126483906305,6688.506884171645,497.4211162596602
59519,8,12.68,12,12,1960644,67.0,58.7912985905416,5975.604509627902,527.5876483375773
58405,2,27.11,13,16,1959852,67.0,67.0919528719877,6495.379274889596,512.0548698868047
57237,6,9.52,13,11,1934091,67.0,82.62092613672812,6501.421641947412,542.3447880700878
57079,8,9.57,13,15,1931124,67.0,55.13145315758024,6796.683592020744,541.6462811904678
58583,5,9.56,13,11,1917776,67.0,72.12103221809818,6120.294452145228,504.2250703611482
58139,10,9.33,12,13,1952633,67.0,80.56945115331338,6162.662472685559,554.4049961226076
56995,10,9.59,12,17,1960584,67.0,72.27963813872111,6421.767082375242,540.0506678028866
