101994 1703576264.918656 futex(0xc000080148, FUTEX_WAIT_PRIVATE, 0, NULL <unfinished ...>
101993 1703576264.918691 futex(0xc000044948, FUTEX_WAIT_PRIVATE, 0, NULL <unfinished ...>
101991 1703576264.918729 restart_syscall(<... resuming interrupted nanosleep ...>) = 0 <0.000075>
101991 1703576264.919057 nanosleep({tv_sec=0, tv_nsec=20000}, NULL) = 0 <0.000459>
101991 1703576264.919818 nanosleep({tv_sec=0, tv_nsec=20000}, NULL) = 0 <0.000663>
101991 1703576264.920994 nanosleep({tv_sec=0, tv_nsec=20000},  <unfinished ...>
101992 1703576264.921636 futex(0xc000044548, FUTEX_WAIT_PRIVATE, 0, NULL <unfinished ...>
101989 1703576264.921699 futex(0xc000044548, FUTEX_WAKE_PRIVATE, 1 <unfinished ...>
101992 1703576264.921776 <... futex resumed> ) = -1 EAGAIN (Resource temporarily unavailable) <0.000114>
101991 1703576264.921854 <... nanosleep resumed> NULL) = 0 <0.000826>
101989 1703576264.921890 <... futex resumed> ) = 0 <0.000180>
101992 1703576264.921926 nanosleep({tv_sec=0, tv_nsec=3000}, NULL) = 0 <0.001166>
101992 1703576264.923369 futex(0xc000044948, FUTEX_WAKE_PRIVATE, 1) = 1 <0.000239>
101992 1703576264.925700 futex(0xc000044548, FUTEX_WAIT_PRIVATE, 0, NULL <unfinished ...>
101993 1703576264.929755 <... futex resumed> ) = 0 <0.011049>
101991 1703576264.929815 nanosleep({tv_sec=0, tv_nsec=20000},  <unfinished ...>
101993 1703576264.931358 futex(0xc000044948, FUTEX_WAIT_PRIVATE, 0, NULL <unfinished ...>
101991 1703576264.931423 <... nanosleep resumed> NULL) = 0 <0.001587>
101989 1703576264.931462 futex(0xc000044948, FUTEX_WAKE_PRIVATE, 1 <unfinished ...>
101993 1703576264.932427 <... futex resumed> ) = -1 EAGAIN (Resource temporarily unavailable) <0.001028>
101991 1703576264.932520 nanosleep({tv_sec=0, tv_nsec=20000},  <unfinished ...>
101989 1703576264.932570 <... futex resumed> ) = 0 <0.001097>
101993 1703576264.933650 futex(0xc000044548, FUTEX_WAKE_PRIVATE, 1) = 1 <0.000570>
101992 1703576264.934345 <... futex resumed> ) = 0 <0.008618>
101991 1703576264.934358 <... nanosleep resumed> NULL) = 0 <0.001815>
101989 1703576264.936633 futex(0x5656e8, FUTEX_WAIT_PRIVATE, 0, NULL <unfinished ...>
101991 1703576264.936765 nanosleep({tv_sec=0, tv_nsec=20000},  <unfinished ...>
101992 1703576264.936819 futex(0x5656e8, FUTEX_WAKE_PRIVATE, 1) = 0 <0.000008>
101992 1703576264.939240 futex(0xc000044548, FUTEX_WAIT_PRIVATE, 0, NULL <unfinished ...>
101991 1703576264.939300 <... nanosleep resumed> NULL) = 0 <0.002507>
101989 1703576264.939312 <... futex resumed> ) = -1 EAGAIN (Resource temporarily unavailable) <0.002601>
101991 1703576264.939359 nanosleep({tv_sec=0, tv_nsec=20000},  <unfinished ...>
101989 1703576264.939431 futex(0xc000044548, FUTEX_WAKE_PRIVATE, 1 <unfinished ...>
101991 1703576264.939481 <... nanosleep resumed> NULL) = 0 <0.000107>
101991 1703576264.939499 nanosleep({tv_sec=0, tv_nsec=20000},  <unfinished ...>
